account_id,LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,action,increase_pct,proposed_limit,pd,risk_band,current_ead,proposed_ead,current_expected_loss,proposed_expected_loss,incremental_contribution,risk_adjusted_return,reason_codes,policy_checks
LIQ-4D7B3A5B50,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,50281.0,51441.0,54107.0,55111.0,56688.0,58272.0,2000.0,3500.0,3000.0,2500.0,2500.0,2500.0,No change,0.0,300000.0,0.067976381166788,Moderate,237570.25,237570.25,10496.957814127927,10496.957814127927,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-D8852104B9,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,61089.0,53073.0,46508.0,42835.0,46169.0,40482.0,1965.0,1972.0,1509.0,4000.0,3000.0,4000.0,Increase 30%,0.3,208000.0,0.0567335039493199,Moderate,135272.25,171272.25,4988.404674245453,6315.968666659538,3712.677867585915,0.10312994076627542,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-8934853226,310000.0,0.0,0.0,0.0,0.0,0.0,0.0,67940.0,45746.0,46979.0,42045.0,40334.0,49542.0,2000.0,2000.0,2000.0,2000.0,13000.0,2000.0,Increase 30%,0.3,403000.0,0.0521651270814395,Moderate,249485.0,319235.0,8459.370874443408,10824.407323498172,1167.299150945235,0.01673547169813957,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-EAF59AD71A,100000.0,1.0,-2.0,-2.0,-1.0,2.0,2.0,0.0,0.0,0.0,300.0,150.0,780.0,0.0,0.0,300.0,0.0,630.0,0.0,Freeze automatic increases,0.0,100000.0,0.4348320454212941,Very high,75000.0,75000.0,21198.06221428809,21198.06221428809,0.0,0.0,Recent payment deterioration|Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-F0E134CCA0,150000.0,0.0,0.0,2.0,0.0,0.0,0.0,147350.0,154848.0,151591.0,151549.0,146417.0,137835.0,11150.0,0.0,4845.0,8046.0,9200.0,5100.0,No change,0.0,150000.0,0.234696026889419,High,149337.5,149337.5,22781.7966451391,22781.7966451391,0.0,0.0,Expected loss exceeds policy ceiling|Recent payment deterioration,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-40D6525E48,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,89240.0,92016.0,92971.0,94817.0,96756.0,98325.0,4214.0,3377.0,3395.0,3468.0,3133.0,3307.0,Increase 30%,0.3,390000.0,0.0611051856268323,Moderate,247310.0,314810.0,9822.750247291731,12503.740266669,3665.8075806227316,0.0543082604536701,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-D58C857531,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,38564.0,38246.0,32253.0,30384.0,30900.0,0.0,5000.0,1485.0,1956.0,1500.0,0.0,2102.0,No change,0.0,200000.0,0.0870848455892733,Moderate,159641.0,159641.0,9036.502692566168,9036.502692566168,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-9B7B1221A0,360000.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,735.0,51.0,20007.0,18498.0,18422.0,1842.0,51.0,20007.0,1590.0,1000.0,1842.0,390.0,No change,0.0,360000.0,0.0862608104707689,Moderate,270183.75,270183.75,15149.075013170546,15149.075013170546,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-A2A0ECE0D8,130000.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,2576.0,2356.0,5978.0,2750.0,3641.0,1735.0,0.0,6000.0,2750.0,3641.0,1735.0,7290.0,Manual review,0.0,130000.0,0.3308749356603932,Very high,98144.0,98144.0,21107.703295544863,21107.703295544863,0.0,0.0,Recent payment deterioration|Repeated delinquency|Manual review required,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-31B0826539,300000.0,-1.0,0.0,0.0,0.0,0.0,0.0,15230.0,16212.0,17239.0,18237.0,18600.0,17939.0,1222.0,1249.0,1247.0,610.0,611.0,616.0,No change,0.0,300000.0,0.0894013182270064,Moderate,228807.5,228807.5,13296.199878146746,13296.199878146746,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-8A1DAFAA63,60000.0,0.0,0.0,0.0,0.0,0.0,2.0,59426.0,59643.0,61279.0,61017.0,30117.0,29526.0,2800.0,3200.0,2535.0,2331.0,0.0,1073.0,No change,0.0,60000.0,0.2114762412045572,High,59856.5,59856.5,8227.847960579376,8227.847960579376,0.0,0.0,Expected loss exceeds policy ceiling|Recent payment deterioration,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-4FCBF410F9,200000.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,Manual review,0.0,200000.0,0.1791694739248293,High,150000.0,150000.0,17469.023707670858,17469.023707670858,0.0,0.0,Recent payment deterioration|Manual review required,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-DC62D5BD08,30000.0,2.0,2.0,0.0,0.0,0.0,0.0,30678.0,29893.0,29086.0,25352.0,25096.0,24920.0,1.0,1957.0,678.0,684.0,776.0,235.0,Freeze automatic increases,0.0,30000.0,0.6197612813541441,Very high,30000.0,30000.0,12085.344986405811,12085.344986405811,0.0,0.0,Recent payment deterioration|Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-8A3F3ED5FF,60000.0,0.0,0.0,0.0,2.0,0.0,0.0,20217.0,8376.0,7139.0,4254.0,4855.0,5355.0,1116.0,2420.0,0.0,800.0,1000.0,0.0,No change,0.0,60000.0,0.195391146667853,High,50054.25,50054.25,6357.102247014598,6357.102247014598,0.0,0.0,Expected loss exceeds policy ceiling|Incremental return below profitability hurdle|Recent payment deterioration,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-8C9424BBD4,210000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2593.0,0.0,0.0,0.0,1849.0,12837.0,0.0,0.0,0.0,1849.0,12837.0,4201.0,No change,0.0,210000.0,0.1328833301438431,Moderate,158148.25,158148.25,13659.922975673673,13659.922975673673,0.0,0.0,Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-8CE4ED19E1,360000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5583.0,495.0,1862.0,230.0,661.0,658.0,495.0,1862.0,230.0,661.0,658.0,532.0,No change,0.0,360000.0,0.117338557347255,Moderate,271395.75,271395.75,20699.370753864583,20699.370753864583,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-FFC2B59192,130000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,734.0,0.0,390.0,988.0,0.0,734.0,0.0,390.0,988.0,1990.0,No change,0.0,130000.0,0.1787255503407036,High,97500.0,97500.0,11326.73175284209,11326.73175284209,0.0,0.0,Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-388919D2D6,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,47603.0,48705.0,50140.0,60607.0,67976.0,20412.0,5705.0,3003.0,10607.0,7976.0,5412.0,2460.0,Increase 30%,0.3,234000.0,0.0669116627302344,Moderate,146900.75,187400.75,6389.092735232012,8150.542256605433,1281.5486986265787,0.031643177743866144,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-0EDFFCE2D4,180000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8059.0,11622.0,16379.0,9795.0,8414.0,6557.0,11680.0,16466.0,9844.0,8456.0,6589.0,5823.0,No change,0.0,180000.0,0.0753132905033205,Moderate,137014.75,137014.75,6707.370585493391,6707.370585493391,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-6532E25F64,240000.0,0.0,0.0,0.0,2.0,0.0,0.0,74270.0,75959.0,80473.0,78883.0,80625.0,79334.0,3200.0,6100.0,0.0,2900.0,3000.0,3100.0,No change,0.0,240000.0,0.222221378617617,High,198567.5,198567.5,28681.863339124884,28681.863339124884,0.0,0.0,Expected loss exceeds policy ceiling|Incremental return below profitability hurdle|Recent payment deterioration,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-CC570D2CFB,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,7831.0,7556.0,7312.0,6959.0,5813.0,3985.0,1123.0,1140.0,1048.0,163.0,135.0,151.0,Freeze automatic increases,0.0,50000.0,0.5665800180150142,Very high,39457.75,39457.75,14531.382258790753,14531.382258790753,0.0,0.0,Recent payment deterioration,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-E5A9F06F6B,60000.0,1.0,2.0,2.0,0.0,0.0,2.0,43434.0,44522.0,43222.0,43588.0,46564.0,47369.0,2100.0,0.0,1708.0,4000.0,2000.0,1903.0,Freeze automatic increases,0.0,60000.0,0.5318590309053574,Very high,55858.5,55858.5,19310.75099058749,19310.75099058749,0.0,0.0,Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-74FF9B92C3,160000.0,1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-200.0,-200.0,-200.0,0.0,10199.0,0.0,0.0,0.0,200.0,10199.0,303.0,0.0,Manual review,0.0,160000.0,0.1871801227598047,High,120000.0,120000.0,14600.049575264768,14600.049575264768,0.0,0.0,Recent payment deterioration|Manual review required,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-F72629149A,360000.0,1.0,-2.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,166.0,541.0,0.0,0.0,0.0,166.0,543.0,4268.0,Manual review,0.0,360000.0,0.1874275787276259,High,270000.0,270000.0,32893.54006669835,32893.54006669835,0.0,0.0,Recent payment deterioration|Manual review required,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-AE08D6A827,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,28408.0,29117.0,28764.0,28390.0,29443.0,29041.0,1477.0,1444.0,1100.0,1500.0,1100.0,967.0,Increase 30%,0.3,65000.0,0.0728105019369221,Moderate,44602.0,55852.0,2110.87110480389,2643.2979002176326,2163.6871245862576,0.19232774440766734,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-7F8DCD145D,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,193976.0,196361.0,200590.0,204494.0,208990.0,214031.0,7100.0,7400.0,7300.0,7700.0,8600.0,5816.0,Increase 30%,0.3,273000.0,0.1415484832339044,Moderate,205994.0,253244.0,18952.78986593519,23300.097657256476,16481.758448678713,0.3488202846281209,Strong repayment consistency|High utilization with low estimated risk,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-844642A582,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,89009.0,71169.0,67528.0,64238.0,65521.0,65829.0,3071.0,2390.0,2311.0,2330.0,2392.0,2504.0,Increase 30%,0.3,312000.0,0.0558415599442471,Moderate,202252.25,256252.25,7341.152742452003,9301.191496495076,5302.943905956929,0.0982026649251283,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-1BD51C6C40,50000.0,2.0,2.0,2.0,3.0,2.0,0.0,32233.0,31440.0,33489.0,18968.0,15611.0,19304.0,0.0,3041.0,0.0,3.0,5700.0,700.0,Freeze automatic increases,0.0,50000.0,0.6157083099723979,Very high,45558.25,45558.25,18232.885523319997,18232.885523319997,0.0,0.0,Recent payment deterioration|Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-6909D234FC,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,71219.0,71110.0,69843.0,70834.0,70405.0,71004.0,2900.0,3200.0,2800.0,2458.0,2800.0,2901.0,Increase 30%,0.3,91000.0,0.1357220473394123,Moderate,70000.0,86054.75,6175.353153943259,7591.692454632838,6283.686259310418,0.3913910997873164,Strong repayment consistency|High utilization with low estimated risk,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-D2FC0E91FD,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,141242.0,71740.0,146608.0,148658.0,135768.0,138681.0,4000.0,77000.0,6000.0,5000.0,5100.0,5100.0,Increase 30%,0.3,195000.0,0.136186653519469,Moderate,147810.5,181560.5,13084.381277525656,16071.975989109007,12208.432368416648,0.3617313294345674,Strong repayment consistency|High utilization with low estimated risk,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-3DF462F2D9,360000.0,1.0,-2.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,0.0,2580.0,2580.0,6941.0,0.0,0.0,2580.0,0.0,6941.0,0.0,Manual review,0.0,360000.0,0.1986602749755626,High,270000.0,270000.0,34864.87825821124,34864.87825821124,0.0,0.0,Recent payment deterioration|Manual review required,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-D2988B32E0,140000.0,-1.0,-1.0,-2.0,-2.0,-2.0,-1.0,2574.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,840.0,1380.0,No change,0.0,140000.0,0.1531239877100779,High,105643.5,105643.5,10514.76009717225,10514.76009717225,0.0,0.0,Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-F078302018,180000.0,0.0,0.0,0.0,2.0,0.0,0.0,172271.0,179760.0,180488.0,142201.0,141826.0,125974.0,11600.0,9635.0,0.0,5245.0,5172.0,3726.0,No change,0.0,180000.0,0.2257159101754257,High,178067.75,178067.75,26125.270771691106,26125.270771691106,0.0,0.0,Expected loss exceeds policy ceiling|Recent payment deterioration,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-58B76353DF,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,102771.0,104003.0,102744.0,31384.0,30057.0,29206.0,4843.0,2608.0,2005.0,1180.0,1100.0,1234.0,Increase 30%,0.3,169000.0,0.094608651502415,Moderate,123192.75,152442.75,7575.814969043188,9374.561955732854,8913.407553310335,0.3047318821644559,Strong repayment consistency|High utilization with low estimated risk,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-6FF66E25CF,50000.0,0.0,0.0,0.0,0.0,0.0,3.0,21316.0,23038.0,24720.0,26370.0,29332.0,28574.0,2375.0,2375.0,2375.0,3547.0,0.0,0.0,No change,0.0,50000.0,0.3689039001854454,Very high,42829.0,42829.0,10269.860341677588,10269.860341677588,0.0,0.0,Expected loss exceeds policy ceiling|Incremental return below profitability hurdle|Recent payment deterioration,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-859FBC4571,70000.0,0.0,0.0,0.0,-1.0,0.0,0.0,79696.0,75167.0,75183.0,69385.0,30103.0,3752.0,3100.0,1600.0,94540.0,1124.0,100.0,3091.0,Manual review,0.0,70000.0,0.17920481362049,High,70000.0,70000.0,8153.819019732296,8153.819019732296,0.0,0.0,Manual review required,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":false}"
LIQ-2DA13C7F9B,230000.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manual review,0.0,230000.0,0.3753213331187757,Very high,172500.0,172500.0,42082.90447594273,42082.90447594273,0.0,0.0,Recent payment deterioration|Manual review required,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-29BB9269DE,30000.0,1.0,2.0,2.0,0.0,0.0,0.0,28933.0,30175.0,29383.0,29823.0,30379.0,29686.0,2000.0,0.0,1200.0,1162.0,1097.0,3846.0,Freeze automatic increases,0.0,30000.0,0.4810335218601171,Very high,29733.25,29733.25,9296.748476500763,9296.748476500763,0.0,0.0,Recent payment deterioration|Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-644E3484CF,180000.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1170.0,420.0,2745.0,3053.0,1012.0,1312.0,420.0,2745.0,1000.0,1392.0,1312.0,1110.0,No change,0.0,180000.0,0.1363111862028567,Moderate,135292.5,135292.5,11987.222753577495,11987.222753577495,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-C10E5379BE,200000.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,8050.0,0.0,1560.0,0.0,0.0,0.0,0.0,1560.0,0.0,0.0,0.0,0.0,No change,0.0,200000.0,0.1447989532753977,Moderate,152012.5,152012.5,14307.313075104657,14307.313075104657,0.0,0.0,Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-EF7FCCDA0C,40000.0,0.0,0.0,0.0,0.0,0.0,2.0,37540.0,38611.0,39508.0,38674.0,38410.0,37661.0,1976.0,1873.0,1300.0,2824.0,0.0,2000.0,No change,0.0,40000.0,0.2123544413853528,High,39385.0,39385.0,5436.326788075378,5436.326788075378,0.0,0.0,Expected loss exceeds policy ceiling|Recent payment deterioration,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-8741ABE4F6,400000.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,1991.0,2920.0,1721.0,2018.0,446.0,1068.0,2920.0,2500.0,2018.0,0.0,1068.0,0.0,No change,0.0,400000.0,0.190840737771492,High,300497.75,300497.75,37275.68800063768,37275.68800063768,0.0,0.0,Low utilization provides no evidence of additional need|Expected loss exceeds policy ceiling|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-9E5EF01F56,420000.0,-1.0,2.0,0.0,0.0,0.0,-2.0,2804.0,2615.0,3392.0,4392.0,-796.0,-796.0,0.0,1000.0,1000.0,0.0,0.0,20500.0,No change,0.0,420000.0,0.3144127155895519,Very high,315701.0,315701.0,64519.265670819135,64519.265670819135,0.0,0.0,Low utilization provides no evidence of additional need|Expected loss exceeds policy ceiling|Incremental return below profitability hurdle|Recent payment deterioration,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-A7EEAA39D4,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,454391.0,466810.0,483277.0,479800.0,489200.0,489200.0,20000.0,24000.0,11000.0,10000.0,0.0,11000.0,Increase 30%,0.3,546000.0,0.1741780258410487,High,420000.0,523097.75,47550.60105460629,59222.886720981376,37731.605173624914,0.36597893914876817,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-29F4463BD7,110000.0,2.0,0.0,0.0,0.0,2.0,0.0,103356.0,85352.0,55489.0,49958.0,50524.0,50361.0,2700.0,1827.0,5400.0,1473.0,2100.0,1848.0,Freeze automatic increases,0.0,110000.0,0.6292622091876675,Very high,108339.0,108339.0,44312.865012768765,44312.865012768765,0.0,0.0,Recent payment deterioration|Repeated delinquency|Rising revolving balance,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-6D1CCFAEC8,240000.0,-1.0,0.0,0.0,0.0,0.0,0.0,153062.0,156122.0,159998.0,161434.0,163403.0,167230.0,7000.0,8000.0,7000.0,6000.0,8000.0,7000.0,Increase 30%,0.3,312000.0,0.0942453390482524,Moderate,218265.5,272265.5,13370.828932523618,16678.840333117278,11944.942479406338,0.22120263850752478,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-1BB161FB3C,240000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2007.0,21790.0,17102.0,13367.0,22659.0,22707.0,21817.0,1120.0,13434.0,22772.0,22820.0,8050.0,No change,0.0,240000.0,0.0852692847180693,Moderate,180501.75,180501.75,10004.315823358847,10004.315823358847,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-1D079133ED,180000.0,1.0,2.0,2.0,2.0,0.0,0.0,5930.0,5689.0,8414.0,8062.0,5052.0,2806.0,0.0,3000.0,0.0,200.0,0.0,0.0,Freeze automatic increases,0.0,180000.0,0.4718605692425837,Very high,136482.5,136482.5,41860.4615920731,41860.4615920731,0.0,0.0,Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-BA1B45F266,50000.0,0.0,0.0,0.0,0.0,2.0,0.0,49390.0,50612.0,29975.0,30559.0,29433.0,30045.0,2449.0,1778.0,2382.0,0.0,1251.0,1051.0,No change,0.0,50000.0,0.2009548134898085,High,49847.5,49847.5,6511.1117925316,6511.1117925316,0.0,0.0,Expected loss exceeds policy ceiling|Recent payment deterioration,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-85ABEDC5C0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,48651.0,48939.0,49204.0,46415.0,28453.0,29094.0,2200.0,1739.0,9500.0,1500.0,1210.0,1000.0,Increase 30%,0.3,65000.0,0.1354957751181051,Moderate,49662.75,60912.75,4373.910323735337,5364.723179286481,4230.412884448855,0.3760367008398982,Strong repayment consistency|High utilization with low estimated risk,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
