delinquency_count,utilization,debt_to_income,credit_lines,income_inr,credit_age_months,region,source_dataset,current_limit_inr,current_balance_inr,account_id,action,increase_pct,proposed_limit,pd,risk_band,current_ead,proposed_ead,current_expected_loss,proposed_expected_loss,incremental_contribution,risk_adjusted_return,reason_codes,policy_checks,missing_model_fields
0.0,0.261609367650611,,,,,asia,taiwan_credit,502000.0,131300.0,LIQ-000293,Increase 30%,0.3,652600.0,0.08161477102789616,Moderate,409325.0,522275.0,21714.527998145837,27706.4804500864,2303.390113469519,0.02039300675935829,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
1.0,0.30114911137585637,,7.0,,62.7196907863314,undisclosed,fico_heloc,396000.0,119300.0,LIQ-000294,Manual review,0.0,396000.0,0.736539933228827,Very high,326825.0,326825.0,156467.7813903824,156467.7813903824,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",debt_to_income | income_inr
1.0,0.6446585793047611,,,,,asia,taiwan_credit,296000.0,190800.0,LIQ-000295,Manual review,0.0,296000.0,0.3094527105682379,Very high,269700.0,269700.0,54248.607426164956,54248.607426164956,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
0.0,0.23736949640426153,0.4282850293805042,8.0,425430.6560609149,69.50297231939322,north_america,lending_club_full,106000.0,25200.0,LIQ-000296,No change,0.0,106000.0,0.3343486256341888,Very high,85800.0,85800.0,18646.62285161871,18646.62285161871,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",
0.0,0.6932677168218557,0.2941057372299546,10.0,707843.330934088,104.57354547976868,north_america,lending_club_full,177000.0,122700.0,LIQ-000297,No change,0.0,177000.0,0.28986598431737914,High,163425.0,163425.0,30791.376516594,30791.376516594,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",
,,0.43581094755173333,,,,undisclosed,home_credit,328000.0,125600.0,LIQ-000298,Manual review,0.0,328000.0,0.0816667968826516,Moderate,277400.0,277400.0,14725.340145910912,14725.340145910912,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | credit_lines | income_inr | credit_age_months
1.0,0.8565329103044533,0.10571613442356635,9.0,3286468.9485098594,209.28211397447126,north_america,lending_club_full,822000.0,704100.0,LIQ-000299,Manual review,0.0,822000.0,0.21019357276538989,High,792525.0,792525.0,108279.3798163289,108279.3798163289,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",
0.0,0.4616706369716694,,8.0,,251.99143888203847,undisclosed,fico_heloc,310000.0,143100.0,LIQ-000300,No change,0.0,310000.0,0.43561146636847176,Very high,268275.0,268275.0,75961.38299100116,75961.38299100116,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | income_inr
1.0,0.18931321755611855,,11.0,,97.12871237740367,undisclosed,fico_heloc,217000.0,41100.0,LIQ-000301,Manual review,0.0,217000.0,0.6343716745912625,Very high,173025.0,173025.0,71345.40334749958,71345.40334749958,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",debt_to_income | income_inr
,,0.09086485960618507,9.0,,,europe,south_german_credit,248000.0,164000.0,LIQ-000302,Manual review,0.0,248000.0,0.19716841387382045,High,227000.0,227000.0,29092.19946708221,29092.19946708221,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | income_inr | credit_age_months
,,0.32884342032054703,7.0,,,europe,south_german_credit,243000.0,141800.0,LIQ-000303,Manual review,0.0,243000.0,0.22185482416215532,High,217700.0,217700.0,31393.56689306579,31393.56689306579,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | income_inr | credit_age_months
0.0,0.3584592952161234,,7.0,,57.62353387682694,undisclosed,fico_heloc,290000.0,104000.0,LIQ-000304,No change,0.0,290000.0,0.7190644132953077,Very high,243500.0,243500.0,113809.92001431482,113809.92001431482,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | income_inr
,,0.2529907814044158,5.0,,,europe,south_german_credit,536000.0,164400.0,LIQ-000305,Manual review,0.0,536000.0,0.22416899442054605,High,443100.0,443100.0,64564.03292803357,64564.03292803357,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | income_inr | credit_age_months
,,0.3060245675169054,,,,undisclosed,home_credit,456000.0,129800.0,LIQ-000306,Manual review,0.0,456000.0,0.08203099212858951,Moderate,374450.0,374450.0,19965.728251657725,19965.728251657725,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | credit_lines | income_inr | credit_age_months
1.0,0.29447135719542067,0.18079315752195219,13.0,,,undisclosed,give_me_some_credit,957000.0,281800.0,LIQ-000307,Manual review,0.0,957000.0,0.07099924588820918,Moderate,788200.0,788200.0,36375.04364590621,36375.04364590621,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",income_inr | credit_age_months
0.0,0.5768783922249052,,9.0,,128.81587491411761,undisclosed,fico_heloc,769000.0,443600.0,LIQ-000308,No change,0.0,769000.0,0.7090037268287998,Very high,687650.0,687650.0,316905.16828998574,316905.16828998574,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | income_inr
0.0,0.5035227650213511,0.18458094751793822,5.0,,,undisclosed,give_me_some_credit,1248000.0,628400.0,LIQ-000309,Increase 30%,0.3,1622400.0,0.03217817279887061,Low,1093100.0,1373900.0,22863.074446189556,28736.23454543942,52677.00817728677,0.1875961829675455,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",income_inr | credit_age_months
,,0.2650027134423653,,,,undisclosed,home_credit,503000.0,131400.0,LIQ-000310,Manual review,0.0,503000.0,0.0822952082090523,Moderate,410100.0,410100.0,21937.022176246028,21937.022176246028,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | credit_lines | income_inr | credit_age_months
0.0,0.5735582750872453,,,,,asia,taiwan_credit,498000.0,285600.0,LIQ-000311,Increase 30%,0.3,647400.0,0.11803659568263603,Moderate,444900.0,556950.0,34134.412922483105,42731.31327753869,19009.33794366714,0.16965049481184416,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
0.0,0.5190088531369225,0.34609188324026174,8.0,,,undisclosed,give_me_some_credit,255000.0,132300.0,LIQ-000312,Increase 30%,0.3,331500.0,0.03890106544485116,Low,224325.0,281700.0,5672.212978845554,7122.979588279472,10861.980297342507,0.18931556073799577,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",income_inr | credit_age_months
0.0,0.6764222017826725,0.670750806400234,8.0,2963580.876174732,291.01534702846817,north_america,lending_club_full,741000.0,501200.0,LIQ-000313,Manual review,0.0,741000.0,0.3306538271554858,Very high,681050.0,681050.0,146374.66283975836,146374.66283975836,0.0,0.0,Customer-overextension safeguard | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": false}",
0.0,0.29232651445267793,,8.0,,100.79736522130898,undisclosed,fico_heloc,228000.0,66700.0,LIQ-000314,No change,0.0,228000.0,0.611058525785356,Very high,187675.0,187675.0,74542.26573739835,74542.26573739835,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | income_inr
,,0.10937685135703658,,,,undisclosed,home_credit,135000.0,14800.0,LIQ-000315,Manual review,0.0,135000.0,0.07591879869287872,Moderate,104950.0,104950.0,5178.990649831455,5178.990649831455,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | credit_lines | income_inr | credit_age_months
0.0,0.6058448040073002,,,,,asia,taiwan_credit,944000.0,571900.0,LIQ-000316,Increase 30%,0.3,1227200.0,0.12081084008725751,Moderate,850975.0,1063375.0,66824.55301811508,83503.69760056185,39613.8437417191,0.18650585565781122,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
0.0,0.6974408350201334,0.02314484197568594,7.0,,,undisclosed,give_me_some_credit,155000.0,108100.0,LIQ-000317,Increase 30%,0.3,201500.0,0.058908472438463755,Moderate,143275.0,178150.0,5486.072402603582,6821.4538371930075,9528.17787827435,0.2732094015275799,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",income_inr | credit_age_months
1.0,0.20211176799181838,0.2731054760265914,8.0,718775.0412757632,249.19977395440367,north_america,lending_club_full,180000.0,36400.0,LIQ-000318,Manual review,0.0,180000.0,0.28200362251617905,High,144100.0,144100.0,26413.869302977913,26413.869302977913,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",
1.0,0.5549396214604966,0.34365547725896833,7.0,1044512.9025615194,146.03167047629677,north_america,lending_club_full,261000.0,144800.0,LIQ-000319,Manual review,0.0,261000.0,0.3387104523113134,Very high,231950.0,231950.0,51066.52811884595,51066.52811884595,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",
0.0,0.705450409345584,0.48238000251766394,13.0,1171197.5993684747,180.30779712576577,north_america,lending_club_full,293000.0,206700.0,LIQ-000320,No change,0.0,293000.0,0.3994965296628896,Very high,271425.0,271425.0,70481.67461643739,70481.67461643739,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",
0.0,0.4612113238578622,0.46749056029320296,11.0,659635.3765850761,112.44386438149299,north_america,lending_club_full,165000.0,76100.0,LIQ-000321,No change,0.0,165000.0,0.37729549460126127,Very high,142775.0,142775.0,35014.4367571018,35014.4367571018,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",
,,0.06074463316026406,,,,undisclosed,home_credit,494000.0,194300.0,LIQ-000322,Manual review,0.0,494000.0,0.07145355271656105,Moderate,419075.0,419075.0,19463.858443050336,19463.858443050336,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | credit_lines | income_inr | credit_age_months
,,0.461623565713145,10.0,,,europe,south_german_credit,787000.0,407200.0,LIQ-000323,Manual review,0.0,787000.0,0.20137156743838688,High,692050.0,692050.0,90583.47560972818,90583.47560972818,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | income_inr | credit_age_months
1.0,0.7215555124127828,,,,,asia,taiwan_credit,352000.0,254000.0,LIQ-000324,Manual review,0.0,352000.0,0.3223308399707114,Very high,327500.0,327500.0,68616.1775587652,68616.1775587652,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
0.0,0.6693895183231559,0.6255837772099101,9.0,,,undisclosed,give_me_some_credit,1495000.0,1000700.0,LIQ-000325,Manual review,0.0,1495000.0,0.07047032854964069,Moderate,1371425.0,1371425.0,62819.100715274144,62819.100715274144,0.0,0.0,Customer-overextension safeguard | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": false}",income_inr | credit_age_months
0.0,0.4072534229932425,,12.0,,75.36926089916598,undisclosed,fico_heloc,568000.0,231300.0,LIQ-000326,No change,0.0,568000.0,0.7080970258868274,Very high,483825.0,483825.0,222686.7783073013,222686.7783073013,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | income_inr
,,0.3325188951680665,,,,undisclosed,home_credit,195000.0,15500.0,LIQ-000327,Manual review,0.0,195000.0,0.081723070315302,Moderate,150125.0,150125.0,7974.639355205064,7974.639355205064,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | credit_lines | income_inr | credit_age_months
0.0,0.8464983140772512,,,,,asia,taiwan_credit,366000.0,309800.0,LIQ-000328,Increase 30%,0.3,475800.0,0.13769992392818073,Moderate,351950.0,434300.0,31501.267347240086,38872.00002530578,25331.51241140096,0.30760792242138385,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
0.0,0.6727845580482508,0.1824229865560698,8.0,519946.65687000024,61.920081339419745,north_america,lending_club_full,130000.0,87500.0,LIQ-000329,No change,0.0,130000.0,0.24455871072670288,High,119375.0,119375.0,18976.227460450104,18976.227460450104,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",
0.0,0.5778250052557428,,13.0,,244.1306016064011,undisclosed,fico_heloc,297000.0,171600.0,LIQ-000330,No change,0.0,297000.0,0.5273724840626411,Very high,265650.0,265650.0,91062.7252543064,91062.7252543064,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | income_inr
,,0.2591264671184867,6.0,,,europe,south_german_credit,119000.0,56500.0,LIQ-000331,Manual review,0.0,119000.0,0.22443986672161262,High,103375.0,103375.0,15080.956294525358,15080.956294525358,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | income_inr | credit_age_months
0.0,0.14113014318558867,0.4760237364592405,6.0,,,undisclosed,give_me_some_credit,450000.0,63500.0,LIQ-000332,No change,0.0,450000.0,0.010864070337437338,Low,353375.0,353375.0,2495.4090560697477,2495.4090560697477,0.0,0.0,No reported delinquency in the harmonized source fields | Low utilization provides no evidence of additional need | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",income_inr | credit_age_months
1.0,0.31233235634536655,,,,,asia,taiwan_credit,142000.0,44400.0,LIQ-000333,Manual review,0.0,142000.0,0.26118451334535586,High,117600.0,117600.0,19964.944200119004,19964.944200119004,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
,,0.06866539687026318,6.0,,,europe,south_german_credit,68000.0,14500.0,LIQ-000334,Manual review,0.0,68000.0,0.19856314500325503,High,54625.0,54625.0,7050.232667271824,7050.232667271824,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | income_inr | credit_age_months
0.0,0.3257518941522998,0.27630375255798767,7.0,,,undisclosed,give_me_some_credit,280000.0,91200.0,LIQ-000335,Increase 30%,0.3,364000.0,0.022097930669757997,Low,232800.0,295800.0,3343.85886894778,4248.76912987437,5882.691296509616,0.09337605232554946,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",income_inr | credit_age_months
0.0,0.28879544083039477,,,,,asia,taiwan_credit,214000.0,61800.0,LIQ-000336,Increase 30%,0.3,278200.0,0.08371241866722051,Moderate,175950.0,224100.0,9573.980041923342,12193.969465160677,1538.7200406479224,0.031956802505668166,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
0.0,0.37081154368472047,0.19303557502993232,8.0,,,undisclosed,give_me_some_credit,200000.0,74200.0,LIQ-000337,Increase 30%,0.3,260000.0,0.025022209664089714,Low,168550.0,213550.0,2741.370735273509,3473.2703679481333,5189.106759171784,0.11531348353715075,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",income_inr | credit_age_months
1.0,0.23566492237737954,0.14869427148658604,11.0,725507.0199783342,19.79889665306589,north_america,lending_club_full,181000.0,42700.0,LIQ-000338,Manual review,0.0,181000.0,0.2656090517384358,High,146425.0,146425.0,25279.673510520304,25279.673510520304,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",
0.0,0.6383987176853098,0.0928392660115314,8.0,,,undisclosed,give_me_some_credit,201000.0,128300.0,LIQ-000339,Increase 30%,0.3,261300.0,0.0591852017482336,Moderate,182825.0,228050.0,7033.347431253526,8773.170418145039,10920.83207796566,0.2414777684458963,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",income_inr | credit_age_months
0.0,0.4123008347972892,0.13490366539620294,2.0,435907.5674746535,211.86888641250115,north_america,lending_club_full,109000.0,44900.0,LIQ-000340,No change,0.0,109000.0,0.2957028920186433,High,92975.0,92975.0,17870.434650531686,17870.434650531686,0.0,0.0,No reported delinquency in the harmonized source fields | Expected loss exceeds policy ceiling | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",
0.0,0.13921201556071344,0.07165735700428724,7.0,,,undisclosed,give_me_some_credit,232000.0,32300.0,LIQ-000341,No change,0.0,232000.0,0.01123940178584222,Low,182075.0,182075.0,1330.1691521021946,1330.1691521021946,0.0,0.0,No reported delinquency in the harmonized source fields | Low utilization provides no evidence of additional need | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",income_inr | credit_age_months
,,0.10807069345193196,6.0,,,europe,south_german_credit,450000.0,24600.0,LIQ-000342,Manual review,0.0,450000.0,0.2122100654000063,High,343650.0,343650.0,47401.89283356292,47401.89283356292,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | income_inr | credit_age_months
,,0.13328220381196768,8.0,,,europe,south_german_credit,865000.0,193200.0,LIQ-000343,Manual review,0.0,865000.0,0.21383458809791697,High,697050.0,697050.0,96884.70976187447,96884.70976187447,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | income_inr | credit_age_months
,,0.24371413391300636,8.0,,,europe,south_german_credit,490000.0,237600.0,LIQ-000344,Manual review,0.0,490000.0,0.21538075082743455,High,426900.0,426900.0,59764.927643350675,59764.927643350675,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | income_inr | credit_age_months
