LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,account_id,current_limit_inr,current_balance_inr,income_inr,total_monthly_obligation_inr,debt_to_income,delinquency_count,utilization,credit_lines,credit_age_months,region,source_dataset,source_name,missing_model_fields,action,increase_pct,proposed_limit,pd,risk_band,current_ead,proposed_ead,current_expected_loss,proposed_expected_loss,incremental_contribution,risk_adjusted_return,reason_codes,policy_checks
354469.49653150025,-1,0,0,2,0,0,237746.89589381684,255081.73226534433,255528.67269297157,267103.84899495135,304250.03252158355,296945.78061735077,7830.0926798065175,35823.029774772695,32562.188129098384,54874.495961681954,58194.906193570525,16359.957892662816,LIQ-000276,354469.49653150025,237746.89589381684,1673305.4742019724,47410.32176905588,0.33999999999999997,1.0,0.6707118615852161,4,127,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,354469.49653150025,0.28498313285800775,High,341920.83257460996,341920.83257460996,63337.085536744955,63337.085536744955,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
247974.93516802223,0,1,0,0,0,-1,144619.35040068973,161123.34255467358,148280.31832226255,148585.479582806,152757.61636278935,174143.1013475026,10489.681497635213,21417.304405090148,17355.43998522906,17928.018450631105,23546.22648418054,15299.941594412297,LIQ-000277,247974.93516802223,144619.35040068973,1019286.2940719668,29729.18357709903,0.35,1.0,0.5832014848706338,5,144,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,247974.93516802223,0.14776083770291368,Moderate,229771.99286943686,229771.99286943686,22068.346395586337,22068.346395586337,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
232592.42667209686,0,0,0,0,1,0,39881.05600656879,43702.14913846684,49136.475210215845,65575.05665439068,70178.24612977909,63926.64607314451,6038.0004216726375,5784.308111372713,8016.901230538336,7749.82467054595,2554.037814267844,13672.640343698326,LIQ-000278,232592.42667209686,39881.05600656879,733484.6743814156,22004.54023144247,0.36,1.0,0.17146326119548222,6,161,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,232592.42667209686,0.12928653899523512,Moderate,196872.07707490184,196872.07707490184,16544.3911553812,16544.3911553812,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
218320.7085336275,1,0,0,0,0,0,0.0,14486.936395463297,330.47796764010985,8826.314575079088,24738.015695965638,27320.408119294116,0.0,612.2924914976475,19.01773777160924,635.7652754508548,792.853660265422,4934.750362142267,LIQ-000279,218320.7085336275,0.0,551948.4185892172,17018.409573167533,0.37,1.0,0.0,7,178,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,218320.7085336275,0.19410700442942355,High,184929.32076940648,184929.32076940648,23332.449715716357,23332.449715716357,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
474794.6623843717,2,0,0,0,0,0,130921.09435076402,150452.67656671838,174862.17992652755,192734.5222568829,227324.33472464234,226283.56543521304,21826.019215877524,23581.377957379755,11665.750178892198,35026.81612850792,14059.96347747887,16640.091547536584,LIQ-000280,474794.6623843717,130921.09435076402,1630707.2637451836,51639.06335193081,0.38,1.0,0.27574255719997204,8,195,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,474794.6623843717,0.7328737751909197,Very high,474794.6623843717,474794.6623843717,226176.96183038622,226176.96183038622,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
634441.1153336202,0,1,2,0,1,0,22917.821481918178,86625.23891970946,42801.925692515644,96997.43027004841,125113.52896419878,119201.88382761959,4596.697512362776,4173.001059587536,2749.665000144483,20196.749964912517,6631.657389561289,18803.093268838365,LIQ-000281,634441.1153336202,22917.821481918178,1751262.1335823163,56916.019341425286,0.39,3.0,0.03612285037653473,1,212,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,634441.1153336202,0.37855354266000557,Very high,597307.4465240334,597307.4465240334,146973.35246026856,146973.35246026856,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
142924.43542882215,0,0,0,1,-1,0,30372.17120402056,19903.014345677566,35210.18355273893,38170.24807379089,30835.02238104451,39691.583733395484,5629.663201912285,3782.197602328157,1985.5631003041574,5262.016851818458,1014.2517216858686,7317.358647969183,LIQ-000282,142924.43542882215,30372.17120402056,442982.84953324555,14766.094984441519,0.4,1.0,0.2125050983262146,2,229,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,142924.43542882215,0.12731089763946804,Moderate,121950.93426752879,121950.93426752879,10091.693891221055,10091.693891221055,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
185049.0569415575,0,0,0,-1,0,0,112048.5337284369,118194.80863319889,128351.16865855125,120407.79242571213,123327.10064132728,129011.81540701621,12518.39677990899,25004.682569865854,19453.90644955878,4488.235221353426,16635.528941457233,16986.489892455797,LIQ-000283,185049.0569415575,112048.5337284369,824466.6960781382,28169.278782669724,0.41000000000000003,0.0,0.605507185934075,3,246,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Increase 10%,0.1,203553.96263571328,0.1250580056819832,Moderate,171363.57606166444,186399.34863300342,13929.751594722986,15151.975020301672,1173.6882343953066,0.07805972249358026,No reported delinquency in the harmonized source fields | Explicit customer acceptance required before activation,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
259974.75722271317,0,1,0,0,0,0,93646.68749583326,99725.54326998717,99908.15436803238,101764.51085121615,129780.5099647705,133739.83569672168,9872.987265881984,5153.5305878458885,10015.50758189869,5444.160049603107,15111.347905882665,20510.34563820529,LIQ-000284,259974.75722271317,93646.68749583326,888370.933451782,31092.98267081237,0.42,1.0,0.3602145396585898,4,23,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,259974.75722271317,0.13166240948358834,Moderate,229342.31700349084,229342.31700349084,19627.245334598552,19627.245334598552,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
385204.0419700497,-1,1,0,0,1,0,177445.76995429167,211452.5769438237,210921.35192604573,237289.23615123102,237003.95808736482,254389.95493768307,18842.035191877185,29992.4195893828,11852.889786050277,51802.307615471495,34013.323774809876,46892.33701272972,LIQ-000285,385204.0419700497,177445.76995429167,1698070.9526094045,60847.54246850366,0.43,2.0,0.4606539667828522,5,40,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,385204.0419700497,0.16478650475209258,High,350382.3537055158,350382.3537055158,37529.88420606319,37529.88420606319,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
608349.6526885428,0,0,0,0,2,0,112952.71615991466,129593.14479307196,122061.47682563456,153850.84667199236,158802.52060583464,188622.61130057057,18926.42779293013,20066.344715422387,18623.594320731405,26672.149234891385,9151.922750449154,27733.50135314431,LIQ-000286,608349.6526885428,112952.71615991466,1944734.927122778,71306.9473278352,0.44,1.0,0.18567071693183515,6,57,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,608349.6526885428,0.22960013220770312,High,541372.0196175178,541372.0196175178,80794.40673052668,80794.40673052668,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
312615.28467798047,0,0,0,0,1,0,72500.00674022216,98765.77015612653,99962.63597186125,98672.78783423494,107642.75159155489,118157.87507658488,3814.508582224552,15661.559695986045,5627.624054056667,6472.880919963185,8882.412024948928,19499.00485341912,LIQ-000287,312615.28467798047,72500.00674022216,990108.6437495471,37129.07414060802,0.45000000000000007,1.0,0.23191446577829086,7,74,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,312615.28467798047,0.12990667889889104,Moderate,268182.7543484301,268182.7543484301,22645.175120985095,22645.175120985095,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
305079.8946718332,0,1,0,0,1,0,46928.00345824069,65619.21040431542,88545.34747614604,77332.85746628646,104948.48945199494,83958.66230892374,6125.636470631731,4620.762514161748,5826.818444625185,15826.896824537898,21530.501493685195,3352.838569679933,LIQ-000288,305079.8946718332,46928.00345824069,961325.5644816865,36850.81330513131,0.45999999999999996,2.0,0.1538220127836348,8,91,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,305079.8946718332,0.13964505017154116,Moderate,258566.73876863526,258566.73876863526,23469.917385224602,23469.917385224602,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
418576.17003744654,1,0,0,0,0,0,116280.45435233854,137324.38720577094,134054.9194421489,149480.91795368193,179108.71031144905,148450.29029975444,7338.921088050401,22341.917920478558,11327.26268258381,21247.401944946927,23024.113698046465,10224.212473142577,LIQ-000289,418576.17003744654,116280.45435233854,1386598.1273188666,54308.42665332227,0.4699999999999999,1.0,0.2777999864204785,1,108,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,418576.17003744654,0.13922479305265764,Moderate,364045.7703446516,364045.7703446516,32944.728074654144,32944.728074654144,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
302717.5159762451,-1,0,0,0,0,0,90190.24680257429,105412.97259494626,90253.4657540258,127641.82763454062,128696.68817564944,155732.556873255,11252.179468052072,11301.147837078859,9515.97487390228,27194.609675366748,25963.208077856863,22749.757273609648,LIQ-000290,302717.5159762451,90190.24680257429,1158429.5471664541,46337.18188665816,0.48,0.0,0.2979353424981583,2,125,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,No change,0.0,302717.5159762451,0.0846837046574452,Moderate,258584.49693000564,258584.49693000564,14233.630558559516,14233.630558559516,0.0,0.0,No reported delinquency in the harmonized source fields | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
245480.0697536075,-1,0,0,-1,0,0,22843.707633893708,28514.955066048806,44557.56458115412,37075.2530879811,41977.11146461302,47522.584012651074,4145.184460993283,2574.292968649359,3965.2112229380855,1378.1276259894055,6637.575728220411,4385.709924392736,LIQ-000291,245480.0697536075,22843.707633893708,681496.5751333911,27827.7768179468,0.49,0.0,0.09305728019721651,3,142,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,No change,0.0,245480.0697536075,0.10022374138664407,Moderate,200977.70381385376,200977.70381385376,13092.7793174888,13092.7793174888,0.0,0.0,No reported delinquency in the harmonized source fields | Low utilization provides no evidence of additional need | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
137654.9459959868,0,0,0,0,0,0,24580.720162280642,25819.303991354143,34149.23296133247,42418.51517909458,41037.98016496201,34750.757696109365,4280.518951811005,1929.3734598162341,6031.016659676513,7464.8690064058,6249.679490188641,6159.913257696357,LIQ-000292,137654.9459959868,24580.720162280642,458833.3536927466,26000.55670925564,0.68,0.0,0.17856764959972646,4,159,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,137654.9459959868,0.08698466937632833,Moderate,114304.25161212488,114304.25161212488,6462.7663976130625,6462.7663976130625,0.0,0.0,Customer-overextension safeguard | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": false, ""within_model_support"": true}"
482283.64877046517,0,0,1,0,0,0,10953.513888070107,10900.69229949097,15684.88016535909,75174.83994187042,77066.19111130947,96324.37769846668,1481.534484049461,2287.9735670401637,524.8198626778205,5591.836735372036,4085.3067818487534,17226.7590395359,LIQ-000293,482283.64877046517,10953.513888070107,1282273.678931213,54496.631354576544,0.51,1.0,0.022711767060722494,5,176,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,482283.64877046517,0.14201884208575885,Moderate,397919.99504792754,397919.99504792754,36732.889010660416,36732.889010660416,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
538691.0142699665,0,0,1,0,0,-1,58376.40266883643,86302.94612376965,115377.43366542053,142061.44544455325,122496.64782433934,185646.32759777206,9647.003788912392,17302.721339003805,21640.602168855392,30195.9905469639,11475.407975142654,9138.829909654962,LIQ-000294,538691.0142699665,58376.40266883643,1690460.657162052,73253.29514368893,0.52,1.0,0.10836713648908376,6,193,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,538691.0142699665,0.16887970997208493,High,459170.0575209607,459170.0575209607,50403.92899230351,50403.92899230351,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
1084211.463252841,-1,0,1,0,1,1,404285.3839601147,443539.9362345653,450909.2566816367,454733.7417917633,469354.65374695556,663010.7761857089,84552.16686212977,23433.99143045133,35911.026648976964,40443.66883296811,95280.64312819457,98286.8877674312,LIQ-000295,1084211.463252841,404285.3839601147,4113741.050487426,181690.22972986134,0.53,3.0,0.3728842552053282,7,210,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,1084211.463252841,0.18243889315674056,High,976252.424096943,976252.424096943,115769.16760099024,115769.16760099024,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
462628.54945574,0,0,0,0,0,0,229734.25315272753,277747.9763524691,288792.4808861178,275217.29532742896,306836.23399950133,335220.9527407862,17865.96075880268,52063.71248826183,45893.33922483268,9792.157678840296,37469.80286517454,22138.473105914756,LIQ-000296,462628.54945574,229734.25315272753,1851202.3031810832,83304.10364314874,0.54,0.0,0.49658468640337633,8,227,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Increase 10%,0.1,508891.4044013141,0.11124635113221397,Moderate,417359.2957115943,454629.72382360185,30179.304193366606,32874.333629554225,1955.4184477994,0.052465682495592664,No reported delinquency in the harmonized source fields | Explicit customer acceptance required before activation,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
579175.9866428312,1,0,0,0,1,0,47273.72046627177,128662.21280036961,89232.36057156374,141090.76916509916,143581.4951729386,179663.67668287875,3462.2047185364145,7068.483380258217,6310.104651132301,6691.813187157041,9572.08999896949,22195.166392778916,LIQ-000297,579175.9866428312,47273.72046627177,1611221.8172581247,24168.32725887187,0.18,2.0,0.08162237654273594,1,244,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,579175.9866428312,0.16902181015927872,High,491151.9620271836,491151.9620271836,53960.00589532534,53960.00589532534,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
369292.279444801,0,0,0,1,2,0,135358.70148026024,132405.01114096565,171198.50672429745,156247.45365697815,178458.11712332236,194055.37856381346,16547.35585530749,28236.718098327183,5412.043270899258,9957.810055581838,6030.889020846173,14398.507717315711,LIQ-000298,369292.279444801,135358.70148026024,1208634.766740633,19136.717140060024,0.19,2.0,0.36653542198001093,2,21,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,369292.279444801,0.2806461967533825,High,343635.1694279954,343635.1694279954,62685.93719093624,62685.93719093624,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
350079.58107076026,0,0,0,0,0,0,74494.17978194042,71699.63646462953,86690.67893128196,83383.41113731658,87425.79035091586,115722.43349561775,7727.0156675151175,11158.40051429482,3617.710843660254,13229.177674221473,19230.263515260925,7786.268905071142,LIQ-000299,350079.58107076026,74494.17978194042,1091186.3430499195,18186.439050831992,0.2,0.0,0.21279213016106527,3,38,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,No change,0.0,350079.58107076026,0.07798073019438197,Moderate,291928.4061602623,291928.4061602623,14797.113679958591,14797.113679958591,0.0,0.0,No reported delinquency in the harmonized source fields | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
823720.8747369348,1,-1,-1,0,2,0,338713.79899483727,392074.07246877905,445680.8613228349,437575.90001650585,454035.7042023953,445819.6005656607,60566.359356218694,30940.09587157454,34033.13702799761,73467.20300903202,38845.89292655516,79165.34135711665,LIQ-000300,823720.8747369348,338713.79899483727,3245002.2175626224,56787.53880734589,0.21,2.0,0.41119972721707415,4,55,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,823720.8747369348,0.4587390225463457,Very high,813714.9417284061,813714.9417284061,242633.81804989968,242633.81804989968,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
352498.7338365989,0,0,0,0,0,1,155281.1813477678,191033.32522201858,179497.65205607892,211755.07550641993,206369.3334228364,236839.15160048284,25136.93682359536,29873.535237808155,34783.96500758563,31858.383609370343,27366.92001840513,11291.562522190481,LIQ-000301,352498.7338365989,155281.1813477678,1487242.1740836576,27266.106524867057,0.22,1.0,0.4405155719502485,5,72,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,352498.7338365989,0.1743994842022092,High,320391.6654292283,320391.6654292283,36319.491775803726,36319.491775803726,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
449773.481766468,0,2,0,0,0,0,267698.99803842296,293524.203205977,275323.65881375887,314901.1597777923,334289.36046011205,337887.54628356313,17647.860927179365,47443.22263574291,33048.7173340743,58197.39932421268,43868.0698056677,10402.043761552926,LIQ-000302,449773.481766468,267698.99803842296,1921885.6113932426,36836.140885037144,0.22999999999999995,1.0,0.5951862635099017,6,89,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,449773.481766468,0.25129852081875775,High,427132.3850543051,427132.3850543051,69769.5287626577,69769.5287626577,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
261737.06130383312,0,1,2,1,0,2,135512.73283692807,139242.36168251207,150255.51785501957,170037.0344087307,172216.28032231203,176616.38408846335,19862.808842165952,11794.088503164965,20024.943987891827,34709.417769075495,23987.046782449917,17250.229457621757,LIQ-000303,261737.06130383312,135512.73283692807,1138683.088498679,22773.66176997358,0.24,4.0,0.5177437698806451,7,106,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,261737.06130383312,0.44828976640736756,Very high,258473.5165487847,258473.5165487847,75316.17103149461,75316.17103149461,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
315447.2304194469,2,1,0,0,1,0,108393.76605514933,81598.54278756461,100721.7007158513,86647.4622331762,94731.62614726656,106941.07016668016,8017.750172847656,16327.172881558989,9061.067742139452,2854.6686377559504,8378.888901606633,11794.337026705627,LIQ-000304,315447.2304194469,108393.76605514933,982808.8944571299,20475.185301190206,0.25,3.0,0.3436193302791699,8,123,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,315447.2304194469,0.6104313322794469,Very high,315447.2304194469,315447.2304194469,125163.26753372302,125163.26753372302,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
266453.4600944071,1,0,0,1,0,0,175496.2010418702,180390.1651827708,164689.83170027335,182327.07250400237,204284.4736517398,200856.85894574362,15233.445377872982,24565.68510212117,30901.64772221179,6243.69648755465,22861.333796196745,12808.26803541076,LIQ-000305,266453.4600944071,175496.2010418702,1089944.6103120495,23615.466556761072,0.26,2.0,0.6586373507016579,1,140,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,266453.4600944071,0.14230218529661753,Moderate,250185.85369715613,250185.85369715613,23141.295912413352,23141.295912413352,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
497505.88393218897,0,0,2,0,0,0,48488.60310540947,91140.93763757007,102557.24826902947,86526.87948083619,129703.96905805933,129889.84499948173,6440.388155761427,15258.33292574058,3479.892400104774,2662.283555269405,4669.765659746106,27020.85021747295,LIQ-000306,497505.88393218897,48488.60310540947,1432140.1730936344,32223.153894606778,0.27,1.0,0.09746337615580555,2,157,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,497505.88393218897,0.27197450707772286,High,446312.1905366155,446312.1905366155,78900.59971558358,78900.59971558358,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
264447.1115892943,0,-1,1,1,0,2,136467.29664943423,148952.75387532476,135467.7642819228,138661.4301591956,162979.4020711558,173084.6284298738,17679.720113378913,29110.65978340641,15399.524866164622,20670.5659040077,26385.50418659904,10180.048829609928,LIQ-000307,264447.1115892943,136467.29664943423,1112377.1625469727,25955.467126096035,0.28,3.0,0.5160475976813765,3,174,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,264447.1115892943,0.35153859215956335,Very high,254947.07983872917,254947.07983872917,58255.42938910412,58255.42938910412,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
